table_code,var_name,ons_name,total,table_scode,prog_id,var_id,set_null
TS001,Residence type: Total,Residence type: Total; measures: Value,59597747,1000,1,1001,0
TS005,Passports held: Africa: South and Eastern Africa,Passports held: Africa: South and Eastern Africa; measures: Value,128908,5000,22,5022,0
TS005,Passports held: Middle East and Asia,Passports held: Middle East and Asia; measures: Value,1076343,5000,23,5023,0
TS005,Passports held: Middle East and Asia: Middle East,Passports held: Middle East and Asia: Middle East; measures: Value,72105,5000,24,5024,0
TS005,Passports held: Middle East and Asia: Eastern Asia,Passports held: Middle East and Asia: Eastern Asia; measures: Value,174848,5000,25,5025,0
TS005,Passports held: Middle East and Asia: Southern Asia,Passports held: Middle East and Asia: Southern Asia; measures: Value,693520,5000,26,5026,0
TS005,Passports held: Middle East and Asia: South-East Asia,Passports held: Middle East and Asia: South-East Asia; measures: Value,130990,5000,27,5027,0
TS005,Passports held: Middle East and Asia: Central Asia,Passports held: Middle East and Asia: Central Asia; measures: Value,4880,5000,28,5028,0
TS005,Passports held: The Americas and the Caribbean,Passports held: The Americas and the Caribbean; measures: Value,300153,5000,29,5029,0
TS005,Passports held: The Americas and the Caribbean: North America and the Caribbean,Passports held: The Americas and the Caribbean: North America and the Caribbean; measures: Value,202981,5000,30,5030,0
TS005,Passports held: The Americas and the Caribbean: Central and South America,Passports held: The Americas and the Caribbean: Central and South America; measures: Value,97172,5000,31,5031,0
TS005,"Passports held: Antarctica and Oceania, including Australasia","Passports held: Antarctica and Oceania, including Australasia; measures: Value",76891,5000,32,5032,0
TS005,Passports held: British Overseas Territories,Passports held: British Overseas Territories; measures: Value,639,5000,33,5033,0
TS005,Passports held: No passport held,Passports held: No passport held; measures: Value,8019732,5000,34,5034,0
TS013,Passports held: Total: All usual residents,Passports held: Total: All usual residents; measures: Value,59597862,13000,1,13001,0
TS013,Passports held: Europe,Passports held: Europe; measures: Value,49745608,13000,2,13002,0
TS013,Passports held: Europe: United Kingdom,Passports held: Europe: United Kingdom; measures: Value,45688456,13000,3,13003,0
TS013,Passports held: Europe: Ireland,Passports held: Europe: Ireland; measures: Value,364738,13000,4,13004,0
TS013,Passports held: Europe: Other Europe,Passports held: Europe: Other Europe; measures: Value,3692414,13000,5,13005,0
TS013,Passports held: Europe: Other Europe: EU Member countries,Passports held: Europe: Other Europe: EU Member countries; measures: Value,3520457,13000,6,13006,0
TS013,Passports held: Europe: Other Europe: EU Member countries: France,Passports held: Europe: Other Europe: EU Member countries: France; measures: Value,163546,13000,7,13007,0
TS013,Passports held: Europe: Other Europe: EU Member countries: Germany,Passports held: Europe: Other Europe: EU Member countries: Germany; measures: Value,119436,13000,8,13008,0
TS013,Passports held: Europe: Other Europe: EU Member countries: Italy,Passports held: Europe: Other Europe: EU Member countries: Italy; measures: Value,368672,13000,9,13009,0
TS013,Passports held: Europe: Other Europe: EU Member countries: Portugal,Passports held: Europe: Other Europe: EU Member countries: Portugal; measures: Value,286491,13000,10,13010,0
TS013,Passports held: Europe: Other Europe: EU Member countries: Spain,Passports held: Europe: Other Europe: EU Member countries: Spain; measures: Value,216687,13000,11,13011,0
TS013,Passports held: Europe: Other Europe: EU Member countries: Lithuania,Passports held: Europe: Other Europe: EU Member countries: Lithuania; measures: Value,185131,13000,12,13012,0
TS013,Passports held: Europe: Other Europe: EU Member countries: Poland,Passports held: Europe: Other Europe: EU Member countries: Poland; measures: Value,760223,13000,13,13013,0
TS013,Passports held: Europe: Other Europe: EU Member countries: Romania,Passports held: Europe: Other Europe: EU Member countries: Romania; measures: Value,550245,13000,14,13014,0
TS013,Passports held: Europe: Other Europe: EU Member countries: Other EU countries,Passports held: Europe: Other Europe: EU Member countries: Other EU countries; measures: Value,870026,13000,15,13015,0
TS013,Passports held: Europe: Other Europe: Rest of Europe,Passports held: Europe: Other Europe: Rest of Europe; measures: Value,171957,13000,16,13016,0
TS013,Passports held: Europe: Other Europe: Rest of Europe: Turkey,Passports held: Europe: Other Europe: Rest of Europe: Turkey; measures: Value,45464,13000,17,13017,0
TS013,Passports held: Europe: Other Europe: Rest of Europe: Other Europe,Passports held: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value,126493,13000,18,13018,0
TS013,Passports held: Africa,Passports held: Africa; measures: Value,378340,13000,19,13019,0
TS013,Passports held: Africa: North Africa,Passports held: Africa: North Africa; measures: Value,54374,13000,20,13020,0
TS013,Passports held: Africa: Central and Western Africa,Passports held: Africa: Central and Western Africa; measures: Value,195088,13000,21,13021,0
TS013,Passports held: Africa: Central and Western Africa: Ghana,Passports held: Africa: Central and Western Africa: Ghana; measures: Value,47965,13000,22,13022,0
TS013,Passports held: Africa: Central and Western Africa: Nigeria,Passports held: Africa: Central and Western Africa: Nigeria; measures: Value,117612,13000,23,13023,0
TS013,Passports held: Africa: Central and Western Africa: Other Central and Western Africa,Passports held: Africa: Central and Western Africa: Other Central and Western Africa; measures: Value,29511,13000,24,13024,0
TS013,Passports held: Africa: South and Eastern Africa,Passports held: Africa: South and Eastern Africa; measures: Value,128878,13000,25,13025,0
TS013,Passports held: Africa: South and Eastern Africa: Kenya,Passports held: Africa: South and Eastern Africa: Kenya; measures: Value,10611,13000,26,13026,0
TS013,Passports held: Africa: South and Eastern Africa: Somalia,Passports held: Africa: South and Eastern Africa: Somalia; measures: Value,2139,13000,27,13027,0
TS013,Passports held: Africa: South and Eastern Africa: South Africa,Passports held: Africa: South and Eastern Africa: South Africa; measures: Value,50459,13000,28,13028,0
TS013,Passports held: Africa: South and Eastern Africa: Zimbabwe,Passports held: Africa: South and Eastern Africa: Zimbabwe; measures: Value,30024,13000,29,13029,0
TS013,Passports held: Africa: South and Eastern Africa: Other South and Eastern Africa,Passports held: Africa: South and Eastern Africa: Other South and Eastern Africa; measures: Value,35645,13000,30,13030,0
TS013,Passports held: Middle East and Asia,Passports held: Middle East and Asia; measures: Value,1076359,13000,31,13031,0
TS013,Passports held: Middle East and Asia: Middle East,Passports held: Middle East and Asia: Middle East; measures: Value,72106,13000,32,13032,0
TS013,Passports held: Middle East and Asia: Middle East: Iran,Passports held: Middle East and Asia: Middle East: Iran; measures: Value,16437,13000,33,13033,0
TS013,Passports held: Middle East and Asia: Middle East: Iraq,Passports held: Middle East and Asia: Middle East: Iraq; measures: Value,10273,13000,34,13034,0
TS013,Passports held: Middle East and Asia: Middle East: Other Middle East,Passports held: Middle East and Asia: Middle East: Other Middle East; measures: Value,45396,13000,35,13035,0
TS013,Passports held: Middle East and Asia: Eastern Asia,Passports held: Middle East and Asia: Eastern Asia; measures: Value,174894,13000,36,13036,0
TS013,Passports held: Middle East and Asia: Eastern Asia: China,Passports held: Middle East and Asia: Eastern Asia: China; measures: Value,108878,13000,37,13037,0
TS013,Passports held: Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),Passports held: Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China); measures: Value,19483,13000,38,13038,0
TS013,Passports held: Middle East and Asia: Eastern Asia: Japan,Passports held: Middle East and Asia: Eastern Asia: Japan; measures: Value,27849,13000,39,13039,0
TS013,Passports held: Middle East and Asia: Eastern Asia: Other Eastern Asia,Passports held: Middle East and Asia: Eastern Asia: Other Eastern Asia; measures: Value,18684,13000,40,13040,0
TS013,Passports held: Middle East and Asia: Southern Asia,Passports held: Middle East and Asia: Southern Asia; measures: Value,693574,13000,41,13041,0
TS013,Passports held: Middle East and Asia: Southern Asia: Afghanistan,Passports held: Middle East and Asia: Southern Asia: Afghanistan; measures: Value,14272,13000,42,13042,0
TS013,Passports held: Middle East and Asia: Southern Asia: Bangladesh,Passports held: Middle East and Asia: Southern Asia: Bangladesh; measures: Value,60481,13000,43,13043,0
TS013,Passports held: Middle East and Asia: Southern Asia: India,Passports held: Middle East and Asia: Southern Asia: India; measures: Value,369295,13000,44,13044,0
TS013,Passports held: Middle East and Asia: Southern Asia: Pakistan,Passports held: Middle East and Asia: Southern Asia: Pakistan; measures: Value,166455,13000,45,13045,0
TS013,Passports held: Middle East and Asia: Southern Asia: Sri Lanka,Passports held: Middle East and Asia: Southern Asia: Sri Lanka; measures: Value,35698,13000,46,13046,0
TS013,Passports held: Middle East and Asia: Southern Asia: Other Southern Asia,Passports held: Middle East and Asia: Southern Asia: Other Southern Asia; measures: Value,47373,13000,47,13047,0
TS013,Passports held: Middle East and Asia: South-East Asia,Passports held: Middle East and Asia: South-East Asia; measures: Value,130904,13000,48,13048,0
TS013,Passports held: Middle East and Asia: South-East Asia: Malaysia,Passports held: Middle East and Asia: South-East Asia: Malaysia; measures: Value,32854,13000,49,13049,0
TS013,Passports held: Middle East and Asia: South-East Asia: Philippines,Passports held: Middle East and Asia: South-East Asia: Philippines; measures: Value,52401,13000,50,13050,0
TS013,Passports held: Middle East and Asia: South-East Asia: Singapore,Passports held: Middle East and Asia: South-East Asia: Singapore; measures: Value,9220,13000,51,13051,0
TS013,Passports held: Middle East and Asia: South-East Asia: Other South-East Asia,Passports held: Middle East and Asia: South-East Asia: Other South-East Asia; measures: Value,36429,13000,52,13052,0
TS013,Passports held: Middle East and Asia: Central Asia,Passports held: Middle East and Asia: Central Asia; measures: Value,4881,13000,53,13053,0
TS013,Passports held: The Americas and the Caribbean,Passports held: The Americas and the Caribbean; measures: Value,300348,13000,54,13054,0
TS013,Passports held: The Americas and the Caribbean: North America,Passports held: The Americas and the Caribbean: North America; measures: Value,158009,13000,55,13055,0
TS013,Passports held: The Americas and the Caribbean: North America: Canada,Passports held: The Americas and the Caribbean: North America: Canada; measures: Value,35213,13000,56,13056,0
TS013,Passports held: The Americas and the Caribbean: North America: United States,Passports held: The Americas and the Caribbean: North America: United States; measures: Value,122796,13000,57,13057,0
TS013,Passports held: The Americas and the Caribbean: Central America,Passports held: The Americas and the Caribbean: Central America; measures: Value,10706,13000,58,13058,0
TS013,Passports held: The Americas and the Caribbean: South America,Passports held: The Americas and the Caribbean: South America; measures: Value,86527,13000,59,13059,0
TS013,Passports held: The Americas and the Caribbean: The Caribbean,Passports held: The Americas and the Caribbean: The Caribbean; measures: Value,45106,13000,60,13060,0
TS013,Passports held: The Americas and the Caribbean: The Caribbean: Jamaica,Passports held: The Americas and the Caribbean: The Caribbean: Jamaica; measures: Value,28668,13000,61,13061,0
TS013,Passports held: The Americas and the Caribbean: The Caribbean: Other Caribbean,Passports held: The Americas and the Caribbean: The Caribbean: Other Caribbean; measures: Value,16438,13000,62,13062,0
TS013,Passports held: Antarctica and Oceania,Passports held: Antarctica and Oceania; measures: Value,76866,13000,63,13063,0
TS013,Passports held: Antarctica and Oceania: Australasia,Passports held: Antarctica and Oceania: Australasia; measures: Value,72664,13000,64,13064,0
TS013,Passports held: Antarctica and Oceania: Australasia: Australia,Passports held: Antarctica and Oceania: Australasia: Australia; measures: Value,51178,13000,65,13065,0
TS013,Passports held: Antarctica and Oceania: Australasia: New Zealand,Passports held: Antarctica and Oceania: Australasia: New Zealand; measures: Value,21486,13000,66,13066,0
TS013,Passports held: Antarctica and Oceania: Other Antarctica and Oceania,Passports held: Antarctica and Oceania: Other Antarctica and Oceania; measures: Value,4202,13000,67,13067,0
TS013,Passports held: British Overseas Territories,Passports held: British Overseas Territories; measures: Value,637,13000,68,13068,0
TS013,Passports held: No passport held,Passports held: No passport held; measures: Value,8019704,13000,69,13069,0
TS015,Year of arrival in the UK: Total: All usual residents,Year of arrival in the UK: Total: All usual residents; measures: Value,59598115,15000,1,15001,0
TS015,Year of arrival in the UK: Born in the UK,Year of arrival in the UK: Born in the UK; measures: Value,49579603,15000,2,15002,0
TS015,Year of arrival in the UK: Arrived before 1951,Year of arrival in the UK: Arrived before 1951; measures: Value,74367,15000,3,15003,0
TS015,Year of arrival in the UK: Arrived 1951 to 1960,Year of arrival in the UK: Arrived 1951 to 1960; measures: Value,233991,15000,4,15004,0
TS015,Year of arrival in the UK: Arrived 1961 to 1970,Year of arrival in the UK: Arrived 1961 to 1970; measures: Value,540377,15000,5,15005,0
TS015,Year of arrival in the UK: Arrived 1971 to 1980,Year of arrival in the UK: Arrived 1971 to 1980; measures: Value,554822,15000,6,15006,0
TS015,Year of arrival in the UK: Arrived 1981 to 1990,Year of arrival in the UK: Arrived 1981 to 1990; measures: Value,580319,15000,7,15007,0
TS015,Year of arrival in the UK: Arrived 1991 to 2000,Year of arrival in the UK: Arrived 1991 to 2000; measures: Value,1089193,15000,8,15008,0
TS015,Year of arrival in the UK: Arrived 2001 to 2010,Year of arrival in the UK: Arrived 2001 to 2010; measures: Value,2696144,15000,9,15009,0
TS015,Year of arrival in the UK: Arrived 2011 to 2013,Year of arrival in the UK: Arrived 2011 to 2013; measures: Value,879564,15000,10,15010,0
TS015,Year of arrival in the UK: Arrived 2014 to 2016,Year of arrival in the UK: Arrived 2014 to 2016; measures: Value,1255219,15000,11,15011,0
TS015,Year of arrival in the UK: Arrived 2017 to 2019,Year of arrival in the UK: Arrived 2017 to 2019; measures: Value,1434931,15000,12,15012,0
TS015,Year of arrival in the UK: Arrived 2020 to 2021,Year of arrival in the UK: Arrived 2020 to 2021; measures: Value,679585,15000,13,15013,0
TS018,Age of arrival in the UK: Total: All usual residents,Age of arrival in the UK: Total: All usual residents; measures: Value,59596813,18000,1,18001,0
TS018,Age of arrival in the UK: Born in the UK,Age of arrival in the UK: Born in the UK; measures: Value,49579603,18000,2,18002,0
TS018,Age of arrival in the UK: Arrived in the UK,Age of arrival in the UK: Arrived in the UK; measures: Value,10017210,18000,3,18003,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years; measures: Value,1154622,18000,4,18004,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years; measures: Value,439710,18000,5,18005,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years; measures: Value,272723,18000,6,18006,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years; measures: Value,632355,18000,7,18007,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 15 years,Age of arrival in the UK: Arrived in the UK: Aged 15 years; measures: Value,141770,18000,8,18008,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years; measures: Value,387959,18000,9,18009,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years; measures: Value,648605,18000,10,18010,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years; measures: Value,1888498,18000,11,18011,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years; measures: Value,1714830,18000,12,18012,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years; measures: Value,2111521,18000,13,18013,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years; measures: Value,488884,18000,14,18014,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years; measures: Value,57068,18000,15,18015,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years; measures: Value,58902,18000,16,18016,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years; measures: Value,16726,18000,17,18017,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years; measures: Value,2253,18000,18,18018,0
TS018,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over; measures: Value,784,18000,19,18019,0
TS016,Length of residence in the UK: Total: All usual residents,Length of residence in the UK: Total: All usual residents; measures: Value,59597920,16000,1,16001,0
TS016,Length of residence in the UK: Born in the UK,Length of residence in the UK: Born in the UK; measures: Value,49579603,16000,2,16002,0
TS016,Length of residence in the UK: 10 years or more,Length of residence in the UK: 10 years or more; measures: Value,5834837,16000,3,16003,0
TS016,"Length of residence in the UK: 5 years or more, but less than 10 years","Length of residence in the UK: 5 years or more, but less than 10 years; measures: Value",1735454,16000,4,16004,0
TS016,"Length of residence in the UK: 2 years or more, but less than 5 years","Length of residence in the UK: 2 years or more, but less than 5 years; measures: Value",1322165,16000,5,16005,0
TS016,Length of residence in the UK: Less than 2 years,Length of residence in the UK: Less than 2 years; measures: Value,1125861,16000,6,16006,0
TS019,Migrant indicator: Total: All usual residents,Migrant indicator: Total: All usual residents; measures: Value,58989644,19000,1,19001,0
TS019,Migrant indicator: Address one year ago is the same as the address of enumeration,Migrant indicator: Address one year ago is the same as the address of enumeration; measures: Value,52496421,19000,2,19002,0
TS019,Migrant indicator: Address one year ago is student term-time or boarding school address in the UK,Migrant indicator: Address one year ago is student term-time or boarding school address in the UK; measures: Value,348954,19000,3,19003,0
TS019,Migrant indicator: Migrant from within the UK: Address one year ago was in the UK,Migrant indicator: Migrant from within the UK: Address one year ago was in the UK; measures: Value,5599232,19000,4,19004,0
TS019,Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK,Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK; measures: Value,545037,19000,5,19005,0
TS020,Sex: All persons,Sex: All persons; measures: Value,136429,20000,1,20001,0
TS020,Sex: Female,Sex: Female; measures: Value,74800,20000,2,20002,0
TS020,Sex: Male,Sex: Male; measures: Value,61629,20000,3,20003,0
TS041,Number of households: Number of households,Number of households: Number of households; measures: Value,24783304,41000,1,41001,0
TS021,Ethnic group: Total: All usual residents,Ethnic group: Total: All usual residents,59598449,21000,1,21001,0
TS021,"Ethnic group: Asian, Asian British or Asian Welsh","Ethnic group: Asian, Asian British or Asian Welsh",5515892,21000,2,21002,0
TS021,"Ethnic group: Asian, Asian British or Asian Welsh: Bangladeshi","Ethnic group: Asian, Asian British or Asian Welsh: Bangladeshi",1864300,21000,3,21003,0
TS021,"Ethnic group: Asian, Asian British or Asian Welsh: Chinese","Ethnic group: Asian, Asian British or Asian Welsh: Chinese",1588040,21000,4,21004,0
TS021,"Ethnic group: Asian, Asian British or Asian Welsh: Indian","Ethnic group: Asian, Asian British or Asian Welsh: Indian",644912,21000,5,21005,0
TS021,"Ethnic group: Asian, Asian British or Asian Welsh: Pakistani","Ethnic group: Asian, Asian British or Asian Welsh: Pakistani",445528,21000,6,21006,0
TS021,"Ethnic group: Asian, Asian British or Asian Welsh: Other Asian","Ethnic group: Asian, Asian British or Asian Welsh: Other Asian",973112,21000,7,21007,0
TS021,"Ethnic group: Black, Black British, Black Welsh, Caribbean or African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African",2408980,21000,8,21008,0
TS021,"Ethnic group: Black, Black British, Black Welsh, Caribbean or African: African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: African",623054,21000,9,21009,0
TS021,"Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Caribbean","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Caribbean",1488319,21000,10,21010,0
TS021,"Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Other Black","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Other Black",297607,21000,11,21011,0
TS021,Ethnic group: Mixed or Multiple ethnic groups,Ethnic group: Mixed or Multiple ethnic groups,1718339,21000,12,21012,0
TS021,Ethnic group: Mixed or Multiple ethnic groups: White and Asian,Ethnic group: Mixed or Multiple ethnic groups: White and Asian,513011,21000,13,21013,0
TS021,Ethnic group: Mixed or Multiple ethnic groups: White and Black African,Ethnic group: Mixed or Multiple ethnic groups: White and Black African,249689,21000,14,21014,0
TS021,Ethnic group: Mixed or Multiple ethnic groups: White and Black Caribbean,Ethnic group: Mixed or Multiple ethnic groups: White and Black Caribbean,488329,21000,15,21015,0
TS021,Ethnic group: Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Ethnic group: Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,467310,21000,16,21016,0
TS021,Ethnic group: White,Ethnic group: White,48699515,21000,17,21017,0
TS021,"Ethnic group: White: English, Welsh, Scottish, Northern Irish or British","Ethnic group: White: English, Welsh, Scottish, Northern Irish or British",44355016,21000,18,21018,0
TS021,Ethnic group: White: Irish,Ethnic group: White: Irish,507399,21000,19,21019,0
TS021,Ethnic group: White: Gypsy or Irish Traveller,Ethnic group: White: Gypsy or Irish Traveller,67644,21000,20,21020,0
TS021,Ethnic group: White: Roma,Ethnic group: White: Roma,101183,21000,21,21021,0
TS021,Ethnic group: White: Other White,Ethnic group: White: Other White,3668273,21000,22,21022,0
TS021,Ethnic group: Other ethnic group,Ethnic group: Other ethnic group,1255723,21000,23,21023,0
TS021,Ethnic group: Other ethnic group: Arab,Ethnic group: Other ethnic group: Arab,331774,21000,24,21024,0
TS021,Ethnic group: Other ethnic group: Any other ethnic group,Ethnic group: Other ethnic group: Any other ethnic group,923949,21000,25,21025,0
TS022,Ethnic group (detailed): Total: All usual residents,Ethnic group (detailed): Total: All usual residents,59597690,22000,1,22001,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh","Ethnic group (detailed): Asian, Asian British or Asian Welsh",5515527,22000,2,22002,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Afghan","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Afghan",95558,22000,3,22003,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: African unspecified","Ethnic group (detailed): Asian, Asian British or Asian Welsh: African unspecified",3314,22000,4,22004,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: African Asian","Ethnic group (detailed): Asian, Asian British or Asian Welsh: African Asian",5579,22000,5,22005,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Anglo Indian","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Anglo Indian",2075,22000,6,22006,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Arab","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Arab",5272,22000,7,22007,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Asian British","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Asian British",15629,22000,8,22008,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Bangladeshi, British Bangladeshi","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Bangladeshi, British Bangladeshi",644847,22000,9,22009,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Black and Asian","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Black and Asian",1968,22000,10,22010,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Chinese","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Chinese",445612,22000,11,22011,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: English/Welsh/Scottish/Northern Irish/British","Ethnic group (detailed): Asian, Asian British or Asian Welsh: English/Welsh/Scottish/Northern Irish/British",2375,22000,12,22012,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Filipino","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Filipino",162157,22000,13,22013,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Indian or British Indian","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Indian or British Indian",1864371,22000,14,22014,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Indonesian","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Indonesian",7372,22000,15,22015,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Iranian","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Iranian",39138,22000,16,22016,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Japanese","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Japanese",29574,22000,17,22017,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Kashmiri","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Kashmiri",39230,22000,18,22018,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Korean","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Korean",21125,22000,19,22019,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Kurdish","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Kurdish",12285,22000,20,22020,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Malaysian","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Malaysian",12848,22000,21,22021,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian",17260,22000,22,22022,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Mixed South Asian","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Mixed South Asian",6452,22000,23,22023,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Myanmar or Burmese","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Myanmar or Burmese",7502,22000,24,22024,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Nepali (includes Gurkha) ","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Nepali (includes Gurkha) ",88477,22000,25,22025,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other Asian, Asian unspecified","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other Asian, Asian unspecified",23313,22000,26,22026,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other East Asian/ East Asian unspecified","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other East Asian/ East Asian unspecified",14585,22000,27,22027,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other Middle East","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other Middle East",14018,22000,28,22028,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other Mixed","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other Mixed",7072,22000,29,22029,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Pakistani or British Pakistani","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Pakistani or British Pakistani",1587825,22000,30,22030,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Punjabi","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Punjabi",8136,22000,31,22031,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Sikh","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Sikh",22819,22000,32,22032,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Sinhalese","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Sinhalese",2518,22000,33,22033,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Sri Lankan","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Sri Lankan",149251,22000,34,22034,0
TS022,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Taiwanese","Ethnic group (detailed): Asian, Asian British or Asian Welsh: Taiwanese",4221,22000,35,22035,0
