id,prog_id,description,table_id,level,loaded
9266,266,Sex: Male; Age: Aged 50 years,TS009,3,1
9267,267,Sex: Male; Age: Aged 51 years,TS009,3,1
9268,268,Sex: Male; Age: Aged 52 years,TS009,3,1
9269,269,Sex: Male; Age: Aged 53 years,TS009,3,1
9270,270,Sex: Male; Age: Aged 54 years,TS009,3,1
9271,271,Sex: Male; Age: Aged 55 years,TS009,3,1
9272,272,Sex: Male; Age: Aged 56 years,TS009,3,1
9273,273,Sex: Male; Age: Aged 57 years,TS009,3,1
9274,274,Sex: Male; Age: Aged 58 years,TS009,3,1
9275,275,Sex: Male; Age: Aged 59 years,TS009,3,1
9276,276,Sex: Male; Age: Aged 60 years,TS009,3,1
9277,277,Sex: Male; Age: Aged 61 years,TS009,3,1
9278,278,Sex: Male; Age: Aged 62 years,TS009,3,1
9279,279,Sex: Male; Age: Aged 63 years,TS009,3,1
9280,280,Sex: Male; Age: Aged 64 years,TS009,3,1
9281,281,Sex: Male; Age: Aged 65 to 74 years,TS009,2,1
9282,282,Sex: Male; Age: Aged 65 years,TS009,3,1
9283,283,Sex: Male; Age: Aged 66 years,TS009,3,1
9284,284,Sex: Male; Age: Aged 67 years,TS009,3,1
9285,285,Sex: Male; Age: Aged 68 years,TS009,3,1
9286,286,Sex: Male; Age: Aged 69 years,TS009,3,1
9287,287,Sex: Male; Age: Aged 70 years,TS009,3,1
9288,288,Sex: Male; Age: Aged 71 years,TS009,3,1
9289,289,Sex: Male; Age: Aged 72 years,TS009,3,1
9290,290,Sex: Male; Age: Aged 73 years,TS009,3,1
9291,291,Sex: Male; Age: Aged 74 years,TS009,3,1
9292,292,Sex: Male; Age: Aged 75 to 84 years,TS009,2,1
9293,293,Sex: Male; Age: Aged 75 years,TS009,3,1
9294,294,Sex: Male; Age: Aged 76 years,TS009,3,1
9295,295,Sex: Male; Age: Aged 77 years,TS009,3,1
9296,296,Sex: Male; Age: Aged 78 years,TS009,3,1
9297,297,Sex: Male; Age: Aged 79 years,TS009,3,1
9298,298,Sex: Male; Age: Aged 80 years,TS009,3,1
9299,299,Sex: Male; Age: Aged 81 years,TS009,3,1
9300,300,Sex: Male; Age: Aged 82 years,TS009,3,1
9301,301,Sex: Male; Age: Aged 83 years,TS009,3,1
9302,302,Sex: Male; Age: Aged 84 years,TS009,3,1
9303,303,Sex: Male; Age: Aged 85 years and over,TS009,2,1
9304,304,Sex: Male; Age: Aged 85 years,TS009,3,1
9305,305,Sex: Male; Age: Aged 86 years,TS009,3,1
9306,306,Sex: Male; Age: Aged 87 years,TS009,3,1
9307,307,Sex: Male; Age: Aged 88 years,TS009,3,1
9308,308,Sex: Male; Age: Aged 89 years,TS009,3,1
9309,309,Sex: Male; Age: Aged 90 years and over,TS009,3,1
4001,1,Country of birth: Total,TS004,0,0
4002,2,Country of birth: Europe,TS004,1,1
4003,3,Country of birth: Europe: United Kingdom,TS004,2,1
4004,4,Country of birth: Europe: EU countries,TS004,2,1
4005,5,Country of birth: Europe: EU countries: European Union EU14,TS004,3,1
4006,6,Country of birth: Europe: EU countries: European Union EU8,TS004,3,1
4007,7,Country of birth: Europe: EU countries: European Union EU2,TS004,3,1
4008,8,Country of birth: Europe: EU countries: All other EU countries,TS004,3,1
4009,9,Country of birth: Europe: Non-EU countries,TS004,2,1
4010,10,Country of birth: Europe: Non-EU countries: All other non-EU countries,TS004,1,0
4011,11,Country of birth: Africa,TS004,1,1
4012,12,Country of birth: Middle East and Asia,TS004,1,1
4013,13,Country of birth: The Americas and the Caribbean,TS004,1,1
4014,14,Country of birth: Antarctica and Oceania (including Australasia) and Other,TS004,1,1
4015,15,Country of birth: British Overseas ,TS004,1,1
12001,1,Country of birth: Total: All usual residents,TS012,0,0
12002,2,Country of birth: Europe,TS012,1,1
12003,3,Country of birth: Europe: United Kingdom,TS012,2,1
12004,4,Country of birth: Europe: United Kingdom: England,TS012,3,1
12005,5,Country of birth: Europe: United Kingdom: Northern Ireland,TS012,3,1
12006,6,Country of birth: Europe: United Kingdom: Scotland,TS012,3,1
12007,7,Country of birth: Europe: United Kingdom: Wales,TS012,3,1
12008,8,Country of birth: Europe: United Kingdom: Great Britain not otherwise specified,TS012,3,1
12009,9,Country of birth: Europe: United Kingdom: United Kingdom not otherwise specified,TS012,3,1
12010,10,Country of birth: Europe: Other Europe,TS012,2,1
12011,11,Country of birth: Europe: Other Europe: EU countries,TS012,3,1
12012,12,Country of birth: Europe: Other Europe: EU countries: Member countries in March 2001,TS012,4,0
12013,13,Country of birth: Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,TS012,4,1
12014,14,Country of birth: Europe: Other Europe: EU countries: Member countries in March 2001: France,TS012,4,1
12015,15,Country of birth: Europe: Other Europe: EU countries: Member countries in March 2001: Germany,TS012,4,1
12016,16,Country of birth: Europe: Other Europe: EU countries: Member countries in March 2001: Italy,TS012,4,1
12017,17,Country of birth: Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores),TS012,4,1
12018,18,Country of birth: Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),TS012,4,1
12019,19,Country of birth: Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001,TS012,4,1
12020,20,Country of birth: Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011,TS012,4,0
12021,21,Country of birth: Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Lithuania,TS012,4,1
12022,22,Country of birth: Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Poland,TS012,4,1
12023,23,Country of birth: Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,TS012,4,1
12024,24,Country of birth: Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Other EU countries,TS012,4,1
12025,25,Country of birth: Europe: Other Europe: EU countries: Countries that joined the EU between April 2011 and March 2021,TS012,5,0
12026,26,Country of birth: Europe: Other Europe: EU countries: Countries that joined the EU between April 2011 and March 2021: Croatia,TS012,4,1
12027,27,Country of birth: Europe: Other Europe: Rest of Europe,TS012,3,1
12028,28,Country of birth: Europe: Other Europe: Rest of Europe: Turkey,TS012,4,1
12029,29,Country of birth: Europe: Other Europe: Rest of Europe: Other Europe,TS012,4,1
12030,30,Country of birth: Africa,TS012,1,1
12031,31,Country of birth: Africa: North Africa,TS012,2,1
12032,32,Country of birth: Africa: Central and Western Africa,TS012,2,1
12033,33,Country of birth: Africa: Central and Western Africa: Ghana,TS012,3,1
12034,34,Country of birth: Africa: Central and Western Africa: Nigeria,TS012,3,1
12035,35,Country of birth: Africa: Central and Western Africa: Other Central and Western Africa,TS012,3,1
12036,36,Country of birth: Africa: South and Eastern Africa,TS012,2,1
12037,37,Country of birth: Africa: South and Eastern Africa: Kenya,TS012,3,1
12038,38,Country of birth: Africa: South and Eastern Africa: Somalia,TS012,3,1
12039,39,Country of birth: Africa: South and Eastern Africa: South Africa,TS012,3,1
12040,40,Country of birth: Africa: South and Eastern Africa: Zimbabwe,TS012,3,1
12041,41,Country of birth: Africa: South and Eastern Africa: Other South and Eastern Africa,TS012,3,1
12042,42,Country of birth: Africa: Africa not otherwise specified,TS012,2,1
12043,43,Country of birth: Middle East and Asia,TS012,1,1
12044,44,Country of birth: Middle East and Asia: Middle East,TS012,2,1
12045,45,Country of birth: Middle East and Asia: Middle East: Iran,TS012,3,1
12046,46,Country of birth: Middle East and Asia: Middle East: Iraq,TS012,3,1
12047,47,Country of birth: Middle East and Asia: Middle East: Other Middle East,TS012,3,1
12048,48,Country of birth: Middle East and Asia: Eastern Asia,TS012,2,1
12049,49,Country of birth: Middle East and Asia: Eastern Asia: China,TS012,3,1
12050,50,Country of birth: Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),TS012,3,1
12051,51,Country of birth: Middle East and Asia: Eastern Asia: Other Eastern Asia,TS012,3,1
12052,52,Country of birth: Middle East and Asia: Southern Asia,TS012,2,1
12053,53,Country of birth: Middle East and Asia: Southern Asia: Afghanistan,TS012,3,1
12054,54,Country of birth: Middle East and Asia: Southern Asia: India,TS012,3,1
12055,55,Country of birth: Middle East and Asia: Southern Asia: Pakistan,TS012,3,1
12056,56,Country of birth: Middle East and Asia: Southern Asia: Bangladesh,TS012,3,1
12057,57,Country of birth: Middle East and Asia: Southern Asia: Sri Lanka,TS012,3,1
12058,58,Country of birth: Middle East and Asia: Southern Asia: Other Southern Asia,TS012,3,1
12059,59,Country of birth: Middle East and Asia: South-East Asia,TS012,2,1
12060,60,Country of birth: Middle East and Asia: South-East Asia: Philippines,TS012,3,1
12061,61,Country of birth: Middle East and Asia: South-East Asia: Malaysia,TS012,3,1
12062,62,Country of birth: Middle East and Asia: South-East Asia: Singapore,TS012,3,1
12063,63,Country of birth: Middle East and Asia: South-East Asia: Other South-East Asia,TS012,3,1
12064,64,Country of birth: Middle East and Asia: Central Asia,TS012,2,1
12065,65,Country of birth: The Americas and the Caribbean,TS012,1,1
12066,66,Country of birth: The Americas and the Caribbean: North America,TS012,2,1
12067,67,Country of birth: The Americas and the Caribbean: North America: United States,TS012,3,1
12068,68,Country of birth: The Americas and the Caribbean: North America: Canada,TS012,3,1
12069,69,Country of birth: The Americas and the Caribbean: North America: Other North America,TS012,3,1
12070,70,Country of birth: The Americas and the Caribbean: Central America,TS012,2,1
12071,71,Country of birth: The Americas and the Caribbean: Central America: All Central American countries,TS012,3,0
12072,72,Country of birth: The Americas and the Caribbean: South America,TS012,2,1
12073,73,Country of birth: The Americas and the Caribbean: South America: All South American countries,TS012,3,0
12074,74,Country of birth: The Americas and the Caribbean: The Caribbean,TS012,2,1
12075,75,Country of birth: The Americas and the Caribbean: The Caribbean: Jamaica,TS012,3,1
12076,76,Country of birth: The Americas and the Caribbean: The Caribbean: Other Caribbean,TS012,3,1
12077,77,Country of birth: Antarctica and Oceania,TS012,1,1
12078,78,Country of birth: Antarctica and Oceania: Australasia,TS012,2,1
12079,79,Country of birth: Antarctica and Oceania: Australasia: Australia,TS012,3,1
12080,80,Country of birth: Antarctica and Oceania: Australasia: New Zealand,TS012,3,1
12081,81,Country of birth: Antarctica and Oceania: Australasia: Other Australasia,TS012,3,1
12082,82,Country of birth: Antarctica and Oceania: Other Oceania and Antarctica,TS012,2,1
12083,83,Country of birth: Other,TS012,1,1
5001,1,Passports held: Total,TS005,0,0
5002,2,Passports held: Europe,TS005,1,1
5003,3,Passports held: Europe: United Kingdom,TS005,2,1
5004,4,Passports held: Europe: Ireland,TS005,2,1
5005,5,Passports held: Europe: Other Europe,TS005,2,1
5006,6,Passports held: Europe: Other Europe: EU Member countries,TS005,3,1
5007,7,Passports held: Europe: Other Europe: EU Member countries: France,TS005,4,1
5008,8,Passports held: Europe: Other Europe: EU Member countries: Germany,TS005,4,1
5009,9,Passports held: Europe: Other Europe: EU Member countries: Italy,TS005,4,1
5010,10,Passports held: Europe: Other Europe: EU Member countries: Portugal,TS005,4,1
5011,11,Passports held: Europe: Other Europe: EU Member countries: Spain,TS005,4,1
5012,12,Passports held: Europe: Other Europe: EU Member countries: Lithuania,TS005,4,1
5013,13,Passports held: Europe: Other Europe: EU Member countries: Poland,TS005,4,1
5014,14,Passports held: Europe: Other Europe: EU Member countries: Romania,TS005,4,1
5015,15,Passports held: Europe: Other Europe: EU Member countries: Other EU countries,TS005,4,1
5016,16,Passports held: Europe: Other Europe: Rest of Europe,TS005,3,1
5017,17,Passports held: Europe: Other Europe: Rest of Europe: Turkey,TS005,4,1
5018,18,Passports held: Europe: Other Europe: Rest of Europe: Other Europe,TS005,4,1
5019,19,Passports held: Africa,TS005,1,1
5020,20,Passports held: Africa: North Africa,TS005,2,1
5021,21,Passports held: Africa: Central and Western Africa,TS005,2,1
5022,22,Passports held: Africa: South and Eastern Africa,TS005,2,1
5023,23,Passports held: Middle East and Asia,TS005,1,1
5024,24,Passports held: Middle East and Asia: Middle East,TS005,2,1
5025,25,Passports held: Middle East and Asia: Eastern Asia,TS005,2,1
5026,26,Passports held: Middle East and Asia: Southern Asia,TS005,2,1
5027,27,Passports held: Middle East and Asia: South-East Asia,TS005,2,1
5028,28,Passports held: Middle East and Asia: Central Asia,TS005,2,1
5029,29,Passports held: The Americas and the Caribbean,TS005,1,1
5030,30,Passports held: The Americas and the Caribbean: North America and the Caribbean,TS005,2,1
5031,31,Passports held: The Americas and the Caribbean: Central and South America,TS005,2,1
5032,32,"Passports held: Antarctica and Oceania, including Australasia",TS005,1,1
5033,33,Passports held: British Overseas Territories,TS005,1,1
5034,34,Passports held: No passport held,TS005,1,1
13001,1,Passports held: Total: All usual residents,TS013,0,0
13002,2,Passports held: Europe,TS013,1,1
13003,3,Passports held: Europe: United Kingdom,TS013,1,1
13004,4,Passports held: Europe: Ireland,TS013,1,1
13005,5,Passports held: Europe: Other Europe,TS013,1,1
13006,6,Passports held: Europe: Other Europe: EU Member countries,TS013,1,1
13007,7,Passports held: Europe: Other Europe: EU Member countries: France,TS013,1,1
13008,8,Passports held: Europe: Other Europe: EU Member countries: Germany,TS013,1,1
13009,9,Passports held: Europe: Other Europe: EU Member countries: Italy,TS013,1,1
13010,10,Passports held: Europe: Other Europe: EU Member countries: Portugal,TS013,1,1
13011,11,Passports held: Europe: Other Europe: EU Member countries: Spain,TS013,1,1
13012,12,Passports held: Europe: Other Europe: EU Member countries: Lithuania,TS013,1,1
13013,13,Passports held: Europe: Other Europe: EU Member countries: Poland,TS013,1,1
13014,14,Passports held: Europe: Other Europe: EU Member countries: Romania,TS013,1,1
13015,15,Passports held: Europe: Other Europe: EU Member countries: Other EU countries,TS013,1,1
13016,16,Passports held: Europe: Other Europe: Rest of Europe,TS013,1,1
13017,17,Passports held: Europe: Other Europe: Rest of Europe: Turkey,TS013,1,1
13018,18,Passports held: Europe: Other Europe: Rest of Europe: Other Europe,TS013,1,1
13019,19,Passports held: Africa,TS013,1,1
13020,20,Passports held: Africa: North Africa,TS013,1,1
13021,21,Passports held: Africa: Central and Western Africa,TS013,1,1
13022,22,Passports held: Africa: Central and Western Africa: Ghana,TS013,1,1
13023,23,Passports held: Africa: Central and Western Africa: Nigeria,TS013,1,1
13024,24,Passports held: Africa: Central and Western Africa: Other Central and Western Africa,TS013,1,1
13025,25,Passports held: Africa: South and Eastern Africa,TS013,1,1
13026,26,Passports held: Africa: South and Eastern Africa: Kenya,TS013,1,1
13027,27,Passports held: Africa: South and Eastern Africa: Somalia,TS013,1,1
13028,28,Passports held: Africa: South and Eastern Africa: South Africa,TS013,1,1
13029,29,Passports held: Africa: South and Eastern Africa: Zimbabwe,TS013,1,1
13030,30,Passports held: Africa: South and Eastern Africa: Other South and Eastern Africa,TS013,1,1
13031,31,Passports held: Middle East and Asia,TS013,1,1
13032,32,Passports held: Middle East and Asia: Middle East,TS013,1,1
13033,33,Passports held: Middle East and Asia: Middle East: Iran,TS013,1,1
13034,34,Passports held: Middle East and Asia: Middle East: Iraq,TS013,1,1
13035,35,Passports held: Middle East and Asia: Middle East: Other Middle East,TS013,1,1
13036,36,Passports held: Middle East and Asia: Eastern Asia,TS013,1,1
13037,37,Passports held: Middle East and Asia: Eastern Asia: China,TS013,1,1
13038,38,Passports held: Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),TS013,1,1
13039,39,Passports held: Middle East and Asia: Eastern Asia: Japan,TS013,1,1
13040,40,Passports held: Middle East and Asia: Eastern Asia: Other Eastern Asia,TS013,1,1
13041,41,Passports held: Middle East and Asia: Southern Asia,TS013,1,1
13042,42,Passports held: Middle East and Asia: Southern Asia: Afghanistan,TS013,1,1
13043,43,Passports held: Middle East and Asia: Southern Asia: Bangladesh,TS013,1,1
13044,44,Passports held: Middle East and Asia: Southern Asia: India,TS013,1,1
13045,45,Passports held: Middle East and Asia: Southern Asia: Pakistan,TS013,1,1
13046,46,Passports held: Middle East and Asia: Southern Asia: Sri Lanka,TS013,1,1
13047,47,Passports held: Middle East and Asia: Southern Asia: Other Southern Asia,TS013,1,1
13048,48,Passports held: Middle East and Asia: South-East Asia,TS013,1,1
13049,49,Passports held: Middle East and Asia: South-East Asia: Malaysia,TS013,1,1
13050,50,Passports held: Middle East and Asia: South-East Asia: Philippines,TS013,1,1
13051,51,Passports held: Middle East and Asia: South-East Asia: Singapore,TS013,1,1
13052,52,Passports held: Middle East and Asia: South-East Asia: Other South-East Asia,TS013,1,1
13053,53,Passports held: Middle East and Asia: Central Asia,TS013,1,1
13054,54,Passports held: The Americas and the Caribbean,TS013,1,1
13055,55,Passports held: The Americas and the Caribbean: North America,TS013,1,1
13056,56,Passports held: The Americas and the Caribbean: North America: Canada,TS013,1,1
13057,57,Passports held: The Americas and the Caribbean: North America: United States,TS013,1,1
13058,58,Passports held: The Americas and the Caribbean: Central America,TS013,1,1
13059,59,Passports held: The Americas and the Caribbean: South America,TS013,1,1
13060,60,Passports held: The Americas and the Caribbean: The Caribbean,TS013,1,1
13061,61,Passports held: The Americas and the Caribbean: The Caribbean: Jamaica,TS013,1,1
13062,62,Passports held: The Americas and the Caribbean: The Caribbean: Other Caribbean,TS013,1,1
13063,63,Passports held: Antarctica and Oceania,TS013,1,1
13064,64,Passports held: Antarctica and Oceania: Australasia,TS013,1,1
13065,65,Passports held: Antarctica and Oceania: Australasia: Australia,TS013,1,1
13066,66,Passports held: Antarctica and Oceania: Australasia: New Zealand,TS013,1,1
13067,67,Passports held: Antarctica and Oceania: Other Antarctica and Oceania,TS013,1,1
13068,68,Passports held: British Overseas Territories,TS013,1,1
13069,69,Passports held: No passport held,TS013,1,1
15001,1,Year of arrival in the UK: Total: All usual residents,TS015,0,0
15002,2,Year of arrival in the UK: Born in the UK,TS015,1,1
15003,3,Year of arrival in the UK: Arrived before 1951,TS015,1,1
15004,4,Year of arrival in the UK: Arrived 1951 to 1960,TS015,1,1
15005,5,Year of arrival in the UK: Arrived 1961 to 1970,TS015,1,1
15006,6,Year of arrival in the UK: Arrived 1971 to 1980,TS015,1,1
15007,7,Year of arrival in the UK: Arrived 1981 to 1990,TS015,1,1
15008,8,Year of arrival in the UK: Arrived 1991 to 2000,TS015,1,1
15009,9,Year of arrival in the UK: Arrived 2001 to 2010,TS015,1,1
15010,10,Year of arrival in the UK: Arrived 2011 to 2013,TS015,1,1
15011,11,Year of arrival in the UK: Arrived 2014 to 2016,TS015,1,1
15012,12,Year of arrival in the UK: Arrived 2017 to 2019,TS015,1,1
15013,13,Year of arrival in the UK: Arrived 2020 to 2021,TS015,1,1
18001,1,Age of arrival in the UK: Total: All usual residents,TS018,0,0
18002,2,Age of arrival in the UK: Born in the UK,TS018,1,1
18003,3,Age of arrival in the UK: Arrived in the UK,TS018,1,1
18004,4,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years,TS018,2,1
18005,5,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years,TS018,2,1
18006,6,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years,TS018,2,1
18007,7,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years,TS018,2,1
18008,8,Age of arrival in the UK: Arrived in the UK: Aged 15 years,TS018,2,1
18009,9,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years,TS018,2,1
18010,10,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years,TS018,2,1
18011,11,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years,TS018,2,1
18012,12,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years,TS018,2,1
18013,13,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years,TS018,2,1
18014,14,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years,TS018,2,1
18015,15,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years,TS018,2,1
18016,16,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years,TS018,2,1
18017,17,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years,TS018,2,1
18018,18,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years,TS018,2,1
18019,19,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over,TS018,2,1
16001,1,Length of residence in the UK: Total: All usual residents,TS016,0,0
16002,2,Length of residence in the UK: Born in the UK,TS016,1,1
16003,3,Length of residence in the UK: 10 years or more,TS016,1,1
16004,4,"Length of residence in the UK: 5 years or more, but less than 10 years",TS016,1,1
16005,5,"Length of residence in the UK: 2 years or more, but less than 5 years",TS016,1,1
16006,6,Length of residence in the UK: Less than 2 years,TS016,1,1
19001,1,Migrant indicator: Total: All usual residents,TS019,0,0
19002,2,Migrant indicator: Address one year ago is the same as the address of enumeration,TS019,1,0
19003,3,Migrant indicator: Address one year ago is student term-time or boarding school address in the UK,TS019,1,0
19004,4,Migrant indicator: Migrant from within the UK: Address one year ago was in the UK,TS019,1,0
19005,5,Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK,TS019,1,0
20001,1,Sex: All persons,TS020,0,0
20002,2,Sex: Female,TS020,1,0
20003,3,Sex: Male,TS020,1,0
41001,1,Number of households: Number of households,TS041,0,0
21001,1,Ethnic group: Total: All usual residents,TS021,0,0
21002,2,"Ethnic group: Asian, Asian British or Asian Welsh",TS021,1,1
21003,3,"Ethnic group: Asian, Asian British or Asian Welsh: Bangladeshi",TS021,1,1
21004,4,"Ethnic group: Asian, Asian British or Asian Welsh: Chinese",TS021,1,1
21005,5,"Ethnic group: Asian, Asian British or Asian Welsh: Indian",TS021,1,1
21006,6,"Ethnic group: Asian, Asian British or Asian Welsh: Pakistani",TS021,1,1
21007,7,"Ethnic group: Asian, Asian British or Asian Welsh: Other Asian",TS021,1,1
21008,8,"Ethnic group: Black, Black British, Black Welsh, Caribbean or African",TS021,1,1
21009,9,"Ethnic group: Black, Black British, Black Welsh, Caribbean or African: African",TS021,1,1
21010,10,"Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Caribbean",TS021,1,1
21011,11,"Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Other Black",TS021,1,1
21012,12,Ethnic group: Mixed or Multiple ethnic groups,TS021,1,1
21013,13,Ethnic group: Mixed or Multiple ethnic groups: White and Asian,TS021,1,1
21014,14,Ethnic group: Mixed or Multiple ethnic groups: White and Black African,TS021,1,1
21015,15,Ethnic group: Mixed or Multiple ethnic groups: White and Black Caribbean,TS021,1,1
21016,16,Ethnic group: Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,TS021,1,1
21017,17,Ethnic group: White,TS021,1,1
21018,18,"Ethnic group: White: English, Welsh, Scottish, Northern Irish or British",TS021,1,1
21019,19,Ethnic group: White: Irish,TS021,1,1
21020,20,Ethnic group: White: Gypsy or Irish Traveller,TS021,1,1
21021,21,Ethnic group: White: Roma,TS021,1,1
21022,22,Ethnic group: White: Other White,TS021,1,1
21023,23,Ethnic group: Other ethnic group,TS021,1,1
21024,24,Ethnic group: Other ethnic group: Arab,TS021,1,1
21025,25,Ethnic group: Other ethnic group: Any other ethnic group,TS021,1,1
22001,1,Ethnic group (detailed): Total: All usual residents,TS022,0,0
22002,2,"Ethnic group (detailed): Asian, Asian British or Asian Welsh",TS022,1,1
22003,3,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Afghan",TS022,1,1
22004,4,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: African unspecified",TS022,1,1
22005,5,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: African Asian",TS022,1,1
22006,6,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Anglo Indian",TS022,1,1
22007,7,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Arab",TS022,1,1
22008,8,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Asian British",TS022,1,1
22009,9,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Bangladeshi, British Bangladeshi",TS022,1,1
22010,10,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Black and Asian",TS022,1,1
22011,11,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Chinese",TS022,1,1
22012,12,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: English/Welsh/Scottish/Northern Irish/British",TS022,1,1
22013,13,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Filipino",TS022,1,1
22014,14,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Indian or British Indian",TS022,1,1
22015,15,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Indonesian",TS022,1,1
22016,16,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Iranian",TS022,1,1
22017,17,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Japanese",TS022,1,1
22018,18,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Kashmiri",TS022,1,1
22019,19,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Korean",TS022,1,1
22020,20,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Kurdish",TS022,1,1
22021,21,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Malaysian",TS022,1,1
22022,22,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian",TS022,1,1
22023,23,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Mixed South Asian",TS022,1,1
22024,24,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Myanmar or Burmese",TS022,1,1
22025,25,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Nepali (includes Gurkha) ",TS022,1,1
22026,26,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other Asian, Asian unspecified",TS022,1,1
22027,27,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other East Asian/ East Asian unspecified",TS022,1,1
22028,28,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other Middle East",TS022,1,1
22029,29,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Other Mixed",TS022,1,1
22030,30,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Pakistani or British Pakistani",TS022,1,1
22031,31,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Punjabi",TS022,1,1
22032,32,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Sikh",TS022,1,1
22033,33,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Sinhalese",TS022,1,1
22034,34,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Sri Lankan",TS022,1,1
22035,35,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Taiwanese",TS022,1,1
22036,36,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Tajikistani/Kazakhstani/Kyrgystani/Turkmenistani/Uzbekistani",TS022,1,1
22037,37,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Tamil",TS022,1,1
22038,38,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Thai",TS022,1,1
22039,39,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Turkish",TS022,1,1
22040,40,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Vietnamese",TS022,1,1
22041,41,"Ethnic group (detailed): Asian, Asian British or Asian Welsh: Any other ethnic group",TS022,1,1
22042,42,"Ethnic group (detailed): Black, Black British, Black Welsh of African background",TS022,1,1
22043,43,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: African unspecified",TS022,1,1
22044,44,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Angolan ",TS022,1,1
22045,45,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Arab",TS022,1,1
22046,46,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Black British",TS022,1,1
22047,47,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Cameroonian",TS022,1,1
22048,48,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Cote D'Ivoire",TS022,1,1
